shortname;nome_backup;nome_categoria;nome_imagem
EEEFMGOVERNADORLINDENBERG_1ªN01EJA-EM_1ª ETAPA_PIPAT_INEP32000979_7200_2024/1;EJA_EM_2024_1_1aETAPA_PIPAT;INEP32000979 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMFIORAVANTECALIMAN_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32030177_2348_2024/1;EJA_EF_2024_1_8aETAPA_PIPAT;INEP32030177 / EJA - ENSINO FUNDAMENTAL / 2024/1;EJA_EF_PIPAT
EEEFMFIORAVANTECALIMAN_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32030177_4000_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32030177 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMFIORAVANTECALIMAN_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32030177_3470_2024/1;EJA_EM_2024_1_2aETAPA_PIPAT;INEP32030177 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMFIORAVANTECALIMAN_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32030177_2916_2024/1;EJA_EM_2024_1_1aETAPA_PIPAT;;
