shortname;nome_backup;nome_categoria;nome_imagem
EEEFMMAJORALFREDOPEDRORABAYOLLI_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32040725_595_2024/1;EJA_EM_2024_1_1aETAPA_PIPAT;INEP32040725 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMIRMAMARIAHORTA_1ªN01-EM_PV_INEP32040334_532_2024;erro_restauracao;erro_restauracao;
EEEFMIRMAMARIAHORTA_1ªN01-EM_EO_INEP32040334_532_2024;erro_restauracao;erro_restauracao;
EEEFMHILDEBRANDOLUCAS_3ªV01EJA-EM_3ª ETAPA_PVI2_INEP32040300_1145_2024/1;EJA_EM_2024_1_3aETAPA_PVI2;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI2
EEEFMHILDEBRANDOLUCAS_3ªV01EJA-EM_3ª ETAPA_PVI1_INEP32040300_1145_2024/1;EJA_EM_2024_1_3aETAPA_PVI1;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI1
EEEFMHILDEBRANDOLUCAS_3ªN02EJA-EM_3ª ETAPA_PIPAT_INEP32040300_2383_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMHILDEBRANDOLUCAS_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32040300_1765_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMHILDEBRANDOLUCAS_3ªM02EJA-EM_3ª ETAPA_PVI2_INEP32040300_2381_2024/1;EJA_EM_2024_1_3aETAPA_PVI2;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI2
EEEFMHILDEBRANDOLUCAS_3ªM02EJA-EM_3ª ETAPA_PVI1_INEP32040300_2381_2024/1;EJA_EM_2024_1_3aETAPA_PVI1;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI1
EEEFMHILDEBRANDOLUCAS_3ªM01EJA-EM_3ª ETAPA_PVI2_INEP32040300_1144_2024/1;EJA_EM_2024_1_3aETAPA_PVI2;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI2
EEEFMHILDEBRANDOLUCAS_3ªM01EJA-EM_3ª ETAPA_PVI1_INEP32040300_1144_2024/1;EJA_EM_2024_1_3aETAPA_PVI1;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI1
EEEFMHILDEBRANDOLUCAS_2ªV01EJA-EM_2ª ETAPA_PVI2_INEP32040300_1764_2024/1;EJA_EM_2024_1_2aETAPA_PVI2;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI2
EEEFMHILDEBRANDOLUCAS_2ªV01EJA-EM_2ª ETAPA_PVI1_INEP32040300_1764_2024/1;EJA_EM_2024_1_2aETAPA_PVI1;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PVI1
EEEFMHILDEBRANDOLUCAS_2ªN02EJA-EM_2ª ETAPA_PIPAT_INEP32040300_4032_2024/1;EJA_EM_2024_1_2aETAPA_PIPAT;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMHILDEBRANDOLUCAS_2ªN01EJA-EM_2ª ETAPA_PIPAT_INEP32040300_1146_2024/1;EJA_EM_2024_1_2aETAPA_PIPAT;INEP32040300 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMHILDEBRANDOLUCAS_2ªM01EJA-EM_2ª ETAPA_PVI2_INEP32040300_1763_2024/1;EJA_EM_2024_1_2aETAPA_PVI2;;
