shortname;nome_backup;nome_categoria;nome_imagem
EEEMNOSSASENHORADELOURDES_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32015631_6275_2024/1;EJA_EM_2024_1_2aETAPA_PIPAT;INEP32015631 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEMNOSSASENHORADELOURDES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32015631_5526_2024/1;EJA_EM_2024_1_1aETAPA_PIPAT;INEP32015631 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMSATURNINORIBEIRODOSSANTOS_3ªN01-EJA-EM-AGE_3ª ETAPA_PIPAT_INEP32073712_2620_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32073712 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMSATURNINORIBEIRODOSSANTOS_2ªN01-EJA-EM-AGE_2ª ETAPA_PIPAT_INEP32073712_2020_2024/1;EJA_EM_2024_1_2aETAPA_PIPAT;INEP32073712 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMSATURNINORIBEIRODOSSANTOS_1ªN01-EJA-EM-AGE_1ª ETAPA_PIPAT_INEP32073712_1392_2024/1;EJA_EM_2024_1_1aETAPA_PIPAT;INEP32073712 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMSAOJOAODOSOBRADO_1ªN01-EM_PV_INEP32015550_745_2024;EM_2024_1aN_PV;ensino_medio_error;ensino_medio_error
EEEFMSAOJOAODOSOBRADO_1ªN01-EM_EO_INEP32015550_745_2024;EM_2024_1aN_EO;ensino_medio_error;ensino_medio_error
EEEFMMARGEMDOITAUNINHAS_3ªN01-EJA-EM-AGE_3ª ETAPA_PIPAT_INEP32015496_1851_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32015496 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEUEFASSENTAMENTOADAOPRETTO_1ªN01-EJA-EP-AGE_1ª ETAPA_PIPAT_INEP32080220_5189_2024/1;EJA_EP_2024_1_1aETAPA_PIPAT;INEP32080220 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
EEEMZEFERINOOLIOSI_1ªN01-EM_PV_INEP32079451_858_2024;EM_2024_1aN_PV;ensino_medio_error;ensino_medio_error
EEEMZEFERINOOLIOSI_1ªN01-EM_EO_INEP32079451_858_2024;EM_2024_1aN_EO;ensino_medio_error;ensino_medio_error
EEEMMARIADALVAGAMABERNABE_4ªN01-EJA-EP-AGE_4ª ETAPA_PIPAT_INEP32079435_5826_2024/1;EJA_EP_2024_1_4aETAPA_PIPAT;INEP32079435 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
