shortname;nome_backup;nome_categoria;nome_imagem
EEEFMWALDEMIROHEMERLY_1ªN01-EM_EO_INEP32044950_2058_2024;EM_2024_1aN_EO;INEP32044950 / ENSINO MÉDIO / 2024;EM_EO
EEEFMZACHEUMOREIRADAFRAGA_4ªN1EPOUT_4ª ETAPA_PIPAT_INEP32053860_3772_2024/1;erro_restauracao;erro_restauracao;
EEEFMZACHEUMOREIRADAFRAGA_3ªN1EPOUT_3ª ETAPA_PIPAT_INEP32053860_3223_2024/1;erro_restauracao;erro_restauracao;
EEEFMZACHEUMOREIRADAFRAGA_2ªN1EPOUT_2ª ETAPA_PIPAT_INEP32053860_2659_2024/1;erro_restauracao;erro_restauracao;
EEEFMZACHEUMOREIRADAFRAGA_1ªN1EPOUT_1ª ETAPA_PIPAT_INEP32053860_2065_2024/1;erro_restauracao;erro_restauracao;
EEEFMGRACAARANHA_1ªN01-EM_PV_INEP32032277_515_2024;EM_2024_1aN_PV;INEP32032277 / ENSINO MÉDIO / 2024;EM_PV
EEEFMGRACAARANHA_1ªN01-EM_EO_INEP32032277_515_2024;EM_2024_1aN_EO;INEP32032277 / ENSINO MÉDIO / 2024;EM_EO
EEEMMATAFRIA_1ªN01-EM_PV_INEP32080727_842_2024;EM_2024_1aN_PV;INEP32080727 / ENSINO MÉDIO / 2024;EM_PV
EEEMMATAFRIA_1ªN01-EM_EO_INEP32080727_842_2024;EM_2024_1aN_EO;INEP32080727 / ENSINO MÉDIO / 2024;EM_EO
