shortname;nome_backup;nome_categoria;nome_imagem
CEEFMTIGOVERNADORGERSONCAMATA_4ªN01-EJA-EP-ADC_4ª ETAPA_PIPAT_INEP32007876_7298_2024/1;EJA_EP_2024_1_4aETAPA_PIPAT;INEP32007876 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
CEEFMTIGOVERNADORGERSONCAMATA_3ªN01-EJA-EP-ADC_3ª ETAPA_PIPAT_INEP32007876_7292_2024/1;EJA_EP_2024_1_3aETAPA_PIPAT;INEP32007876 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
CEEFMTIGOVERNADORGERSONCAMATA_2ªN01-EJA-EP-ADC_2ª ETAPA_PIPAT_INEP32007876_7291_2024/1;EJA_EP_2024_1_2aETAPA_PIPAT;INEP32007876 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
CEEFMTIGOVERNADORGERSONCAMATA_1ªN01-EJA-EP-ADC_1ª ETAPA_PIPAT_INEP32007876_7284_2024/1;EJA_EP_2024_1_1aETAPA_PIPAT;INEP32007876 / EJA - ENSINO PROFISSIONALIZANTE EM / 2024/1;EJA_EP_PIPAT
EEEFMITAMIRA_4ªN01-EJA-EM-AGE_4ª ETAPA_PIPAT_INEP32102011_2966_2024/1;EJA_EM_2024_1_4aETAPA_PIPAT;INEP32102011 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
EEEFMITAMIRA_3ªN01-EJA-EM-AGE_3ª ETAPA_PIPAT_INEP32102011_2400_2024/1;EJA_EM_2024_1_3aETAPA_PIPAT;INEP32102011 / EJA - ENSINO MÉDIO / 2024/1;EJA_EM_PIPAT
