shortname;fullname;category
EEEFMPRESIDENTELUEBKE_3ªN01-EJA-EP-AAD_3ª ETAPA_PIPAT_INEP32058918_5034_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32055838_6207_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EM-ESP_PV_INEP32037180_4050_2024;PROJETO DE VIDA;6622
EEEFMADOLFINAZAMPROGNO_3ªN03-EJA-EM_3ª ETAPA_PIPAT_INEP32038852_3896_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_3ªN02-EM-ENE_PROINPAC_INEP32037180_5336_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32055838_6389_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMARLINDOFERREIRALOPES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036086_4410_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMHORACIOPLINIO_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32051840_3509_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_3ªN02-EM-ENE_PROINPAC_INEP32037180_5336_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMVILANOVADECOLARES_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32134010_2053_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32037171_505_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPOLIVALENTEDELINHARESI_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32022212_1922_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_EO_INEP32079435_1479_2024;ESTUDO ORIENTADO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PROINPAC_INEP32079435_1479_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PV_INEP32079435_1479_2024;PROJETO DE VIDA;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_1ªN02-EJA-EM_1ª ETAPA_PIPAT_INEP32055838_5703_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALDEMIROHEMERLY_3ªN01-EM-EFF_PROINPAC_INEP32044950_3218_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32055838_5982_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMMAJORALFREDOPEDRORABAYOLLI_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32040725_7789_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMHORACIOPLINIO_3ªN01-EJA-EP-AAD_3ª ETAPA_PIPAT_INEP32051840_4036_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036124_7764_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSATURNINORIBEIRODOSSANTOS_5ªA8ªMULTIN01-EJA-EF_7ª ETAPA_PIPAT_INEP32073712_753_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32065370_7767_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
EEEFMPROFJOAQUIMBARBOSAQUITIBA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32035080_7345_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32134010_784_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLIONSSEBASTIAOPAIVAVIDAURRE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32052405_3567_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
EEEFMJACARAIPE_3ªN01-EM-ESP_PROINPAC_INEP32037180_4948_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMJACARAIPE_2ªN01-EM-ESP_PV_INEP32037180_4050_2024;PROJETO DE VIDA;6622
EEEFMMAJORALFREDOPEDRORABAYOLLI_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32040725_7789_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32134010_2650_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036124_7764_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036124_7764_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32134010_2650_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_5ªN01-EJA-EF_5ª ETAPA_PIPAT_INEP32055838_1258_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_3ªN02-EM-ENE_PROINPAC_INEP32037180_5336_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32134010_1422_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32055838_5982_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN02-EM-ENE_PROINPAC_INEP32037180_4517_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMPROFHOSANASALLES_7ªE8ªMULTIN01-EJA-EF_8ª ETAPA_PIPAT_INEP32052618_7460_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEMBENICIOGONCALVES_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32039085_7757_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN02-EM-ENE_PROINPAC_INEP32037180_4517_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMVILANOVADECOLARES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32134010_6054_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32134010_2053_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_5ªN01-EJA-EF_5ª ETAPA_PIPAT_INEP32134010_6423_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32065370_7767_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMHORACIOPLINIO_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32051840_3509_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_5ªN01-EJA-EF_5ª ETAPA_PIPAT_INEP32134010_6423_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32055838_6529_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_1ªN01-EJA-EP-AAD_1ª ETAPA_PIPAT_INEP32036574_3514_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMQUINTILIANODEAZEVEDO_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32052634_6034_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSAOJOAODOSOBRADO_3ªN01-EM-NAR_PROINPAC_INEP32015550_2612_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMADOLFINAZAMPROGNO_2ªN01-EJA-EP-ALG_2ª ETAPA_PIPAT_INEP32038852_4371_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMADOLFINAZAMPROGNO_3ªN03-EJA-EM_3ª ETAPA_PIPAT_INEP32038852_3896_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32036574_4508_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32055838_5982_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32065370_7767_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32134010_2650_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEMIRMADULCELOPESPONTE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32065051_7747_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLIONSSEBASTIAOPAIVAVIDAURRE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32052405_3016_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMZACHEUMOREIRADAFRAGA_4ªN01-EJA-EP-AAD_4ª ETAPA_PIPAT_INEP32053860_3772_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORAINAHWERNECK_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32052340_4671_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPOLIVALENTEDELINHARESI_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32022212_1922_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32036574_2959_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_7ªE8ªMULTIN01-EJA-EF_8ª ETAPA_PIPAT_INEP32035500_7435_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALDEMIROHEMERLY_3ªN01-EM-EFF_PROINPAC_INEP32044950_3218_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFXIIIDESETEMBRO_5ªA8ªMULTIN01-EJA-EF_6ª ETAPA_PIPAT_INEP32016573_1431_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_7ªE8ªMULTIN01-EJA-EF_8ª ETAPA_PIPAT_INEP32035500_7435_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_EO_INEP32079435_1479_2024;ESTUDO ORIENTADO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PROINPAC_INEP32079435_1479_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PV_INEP32079435_1479_2024;PROJETO DE VIDA;6622
EEEFMGOVERNADORLINDENBERG_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32000979_7198_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32134010_6054_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32134010_6054_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32134010_784_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_1ªN02-EJA-EM_1ª ETAPA_PIPAT_INEP32055838_5703_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFHOSANASALLES_7ªE8ªMULTIN01-EJA-EF_8ª ETAPA_PIPAT_INEP32052618_7460_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
EEEFMVILANOVADECOLARES_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32134010_784_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_7ªE8ªMULTIN01-EJA-EF_7ª ETAPA_PIPAT_INEP32035500_7435_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSAOJOAODOSOBRADO_2ªN02-EM-NAR_PROINPAC_INEP32015550_3726_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMGUILHERMEMILANEZE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32078170_1761_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMHUNNEYEVERESTPIOVESAN_3ªN02EJA-EM_3ª ETAPA_PIPAT_INEP32035039_7831_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32055838_5385_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32055838_6529_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPRESIDENTELUEBKE_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32058918_4615_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSAOJOAODOSOBRADO_3ªN01-EM-NAR_PROINPAC_INEP32015550_2612_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEMBENICIOGONCALVES_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32039085_7757_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32037180_1785_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EM-ESP_PV_INEP32037180_4050_2024;PROJETO DE VIDA;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32055838_1881_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMARLINDOFERREIRALOPES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036086_4410_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32037171_1132_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_EO_INEP32079435_1479_2024;ESTUDO ORIENTADO;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PROINPAC_INEP32079435_1479_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEMMARIADALVAGAMABERNABE_1ªN02-EM_PV_INEP32079435_1479_2024;PROJETO DE VIDA;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32055838_6389_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
CEEFMTINAIRMIRANDA_5ªE6ªMULTIN01-EJA-EF_5ª ETAPA_PIPAT_INEP32020910_287_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32065370_7767_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_4ªN01-EJA-EP-AAD_4ª ETAPA_PIPAT_INEP32036574_1773_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_4ªN01-EJA-EP-AAD_4ª ETAPA_PIPAT_INEP32036574_1773_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
EEEFMWALLACECASTELLODUTRA_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32078722_7748_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
EEEFMLIONSSEBASTIAOPAIVAVIDAURRE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32052405_3567_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_2ªN02-EJA-EM_2ª ETAPA_PIPAT_INEP32036124_7764_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32037180_1785_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMADOLFINAZAMPROGNO_3ªN03-EJA-EM_3ª ETAPA_PIPAT_INEP32038852_3896_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_5ªN01-EJA-EF_5ª ETAPA_PIPAT_INEP32036493_685_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EM-ESP_PV_INEP32037180_4050_2024;PROJETO DE VIDA;6622
EEEFMLIONSSEBASTIAOPAIVAVIDAURRE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32052405_3016_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPOLIVALENTEDELINHARESI_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32022212_1922_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
"ESCOLAESTADUALDEENSINOFUNDAMENTALEMEDIO""MONSENHORELIASTOMASI""_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32055838_1881_2024/1";PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMCORONELGOMESDEOLIVEIRA_3ªM01-EJA-EM_3ª ETAPA_PVI1_INEP32042647_7021_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS I;6622
EEEFMCORONELGOMESDEOLIVEIRA_3ªM01-EJA-EM_3ª ETAPA_PVI2_INEP32042647_7021_2024/1;PRÁTICAS E VIVÊNCIAS INTEGRADORAS II;6622
EEEFMSAOJOAODOSOBRADO_1ªN02-EM_EO_INEP32015550_1384_2024;ESTUDO ORIENTADO;6622
EEEFMSAOJOAODOSOBRADO_1ªN02-EM_PROINPAC_INEP32015550_1384_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMSAOJOAODOSOBRADO_1ªN02-EM_PV_INEP32015550_1384_2024;PROJETO DE VIDA;6622
EEEFMJACARAIPE_2ªN02-EM-ENE_PROINPAC_INEP32037180_4517_2024;PROJETO DE INTERVENÇÃO/PESQUISA APLICADA À COMUNIDADE;6622
EEEFMJACARAIPE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32037180_1785_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
